AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
2081.023084,202.7467583,574.4640992,1052.795266,895.0157594,138.2807859,167.170139,320.9585203,231.0146662,852.0156378,293.3177769,179.5874861,196.4895587,424.3889058,1734.77051,225.2194557,203.0650082,111.7237856,88.168063,250.1010665,126.0712438,90.1257449,91.2743026,213.357488,57.3797098,25.0922189,27.0012845,184.7361349,22.8604203,324.5220056,116.4449185,32.4107404,110.5741617,96.6124879,35.4252146,1362.425788,976.9960162,809.3563945,202.0915349,111.3381536,181.5529405,256.4883684,115.927923,193.8538869,402.0932325,248.770929,164.8507251,577.919133,87.3575892,58.7026936,82.3368052,111.668797,0,92.9292783,83.3529596,41.2427053,304.3265887,162.0394969,156.3149333,782.5572808,317.1609951,528.1654352,641.3006114,530.4578499,260.3688188,91.2822358,232.2777903,67.266528,23.3215288,160.5116986,113.333837,52.9057793,64.4005691,29.4175368,34.4875256,11.11006
2111.841947,350.5143835,494.1274611,1412.429209,963.8954162,147.1709948,117.6861322,258.3309615,131.6935719,380.4272823,220.6989385,50.4598499,82.1000088,487.4330206,1780.327541,209.9920908,122.7772355,45.9586139,132.9159197,212.5148843,202.5502401,297.0729102,153.5601431,193.61018,19.975691,37.3579131,7.1705191,162.0761027,45.9721813,487.8243976,114.5727355,34.4609512,32.1507403,74.8454381,37.9958222,995.6429344,954.716312,751.2547137,321.4962498,178.7996788,313.5512183,80.2030588,56.5423992,94.1124417,468.9042666,373.4986287,58.3421182,494.4459664,15.4219099,3.1512492,118.7190798,134.3227094,16.011262,48.1538699,35.7135269,26.5530675,162.7928748,96.8461771,121.9211521,845.6636017,372.4160946,598.7944216,138.5553143,254.408277,239.6806393,100.9439003,146.2220399,190.3469969,47.9359493,61.5080305,37.0751036,8.9906695,19.2922682,0,1.8746428,41.3258054
3263.523915,768.9197661,1333.092128,4333.665528,3366.770826,348.3249375,405.5139745,532.9609366,498.3905089,596.0696283,734.4028053,77.0998073,450.0782426,600.9175759,2647.417997,1819.044424,791.8854437,79.7597296,470.2104468,708.3681404,605.2022044,329.5934366,168.3645573,531.8253695,39.9159039,126.6575134,20.4568146,259.1419761,54.9982991,1775.705153,269.0229897,55.3915806,128.1015005,245.7575548,77.5314359,2330.850079,2504.454719,2203.774553,332.2103112,305.3676638,677.5448568,333.029256,169.2821343,602.065834,684.5582606,575.2741569,322.3338952,1094.600533,30.8949469,12.2575837,293.4937026,414.3719054,42.7724744,143.0086194,211.7485494,8.7707678,232.3440236,212.5569511,283.6562144,1437.770322,348.6372131,1290.770352,265.8212939,166.8720981,756.7807511,291.117463,236.147031,242.9540435,133.8086069,213.6929895,33.6047852,40.3668315,6.0270946,12.5797102,96.8599963,43.1020205
1440.322033,369.0561219,545.1236598,1333.993942,816.0100808,212.4167404,182.9466038,185.7559036,113.3702043,269.1841859,185.5980815,232.8496687,143.0367887,398.0432861,1554.423175,406.1304858,215.7237457,45.1916213,84.2951319,137.7042906,301.3775034,194.8637966,42.6781654,139.066222,25.8763628,11.0644419,42.3236494,115.4498915,36.2522788,255.4363993,114.8562533,54.1682348,89.7189617,65.5994853,36.2084993,1086.289429,1407.372653,475.3431998,306.6037296,123.3651174,112.8435849,66.6781256,184.8244909,158.3026092,189.1371816,253.1217996,64.3779575,621.8265746,33.7033881,7.2491958,117.9380904,201.0987841,9.3013198,21.6440745,45.3249738,19.907191,32.9465932,158.4581148,59.3735091,941.8357772,178.1020745,442.7838278,91.2918085,72.9822767,372.3087262,131.9843858,197.6883858,154.0166536,14.2866076,33.8519924,4.0611085,33.3747889,0,0.5807988,43.9089007,0
1897.834334,217.2666443,460.7735032,1487.252575,670.8997728,129.1578821,228.4107907,237.9149341,149.1220117,374.7609842,479.1994769,63.2967414,185.1834894,438.5425689,1347.80439,140.4207184,266.7335218,95.0640248,211.8352161,214.0459492,163.8900098,139.2749285,89.4732236,218.9693555,15.3616493,131.5128647,51.5029725,143.725884,13.4715285,349.4968475,100.2109926,28.6976478,80.3752587,64.7486296,18.7872832,1070.675634,768.357022,824.8242404,139.8222554,50.1588468,199.3519895,56.722271,138.5075745,112.9618935,243.5625612,191.9969437,75.3105016,481.2311244,5.4927676,6.616474,89.8115439,87.0236606,2.0481706,31.0672955,88.4409585,32.2429059,117.8202105,141.7834738,112.2525363,1139.958275,205.280212,639.5122323,117.1475784,158.3285344,306.9053773,61.2083368,253.1019638,111.4110434,56.1989213,157.5181561,8.1811893,15.5016511,32.5664894,27.5682382,91.4884071,24.3997214
2353.490419,232.0011978,787.5041168,1568.35208,1320.869135,233.3100625,291.3339107,372.2413949,318.3949454,377.2011502,363.1429129,285.5111624,191.6660445,517.9520577,1377.076683,245.5014402,95.9524516,49.4263731,298.3150783,276.5113626,256.1058359,136.2552884,80.6893672,399.1865156,112.6157196,70.1879122,19.3267301,186.059612,25.7251706,448.2868423,156.825716,40.9797682,126.3901137,204.7891588,21.6120702,1377.833487,1516.790374,679.9864107,470.1074026,143.6747697,152.9640099,130.3266447,257.9246336,820.4589875,565.5023522,344.0835943,235.5766309,781.8938342,46.5383758,10.9477415,92.0585427,208.2858498,51.1717006,81.6796156,121.5981038,31.0080759,199.3771453,160.132783,183.244763,1666.22419,379.2371669,624.4134584,171.8633674,95.5493157,331.0075251,69.5625827,120.1203787,112.2966698,17.5290512,100.5265524,28.0947193,47.5347037,8.1128073,14.2725107,60.7381667,11.7758282
1837.134716,241.7861558,590.9269812,982.436522,800.8984837,57.6146224,63.8281826,195.6675306,175.8259402,342.8227285,211.7470903,340.8519399,148.0889252,436.4238039,1275.162172,103.6200378,166.2754715,63.1205357,86.275607,138.0914461,104.0566223,162.3291081,86.9753483,273.3887608,59.5876286,77.9605646,24.2207443,145.1466714,30.5767106,594.1245731,124.1971647,58.4551105,92.4962011,60.9499939,32.7158349,1147.876033,1281.617508,681.6983644,204.9650095,190.9011913,136.3335413,269.9797892,49.5224549,208.6918396,470.5223605,300.278606,288.2436135,655.4590205,23.3444048,21.5078786,128.524931,126.9075278,24.2136484,84.0461297,88.0870302,24.0203127,149.2873559,171.1885464,88.9737536,714.986278,428.6079896,395.6684025,250.4128513,216.5606493,165.5355403,67.1576762,184.3757948,64.5349012,28.3026708,188.6038693,108.5059122,75.6977413,4.6674001,91.4390964,67.3101377,9.081387
1483.48087,394.3499045,454.9272874,1017.054402,638.0754843,265.1182496,161.3478994,213.5917472,80.2145525,381.95783,343.5868944,139.3588326,269.3484279,363.2650774,1356.585394,235.7402057,137.2646959,50.4326381,70.8867342,244.3342458,73.3244977,87.1117772,62.9254717,262.3540787,17.0983581,84.1716915,10.304671,291.0969102,1.7512508,285.5767402,68.9912135,49.4456457,75.2630365,64.5445477,22.7193563,771.1526384,1255.936964,870.0733105,324.3613861,147.5288688,148.5344545,176.5099382,102.0315928,265.013435,638.1628131,373.0168933,200.4201538,576.5369986,65.006207,16.1837062,67.9738568,123.5781125,6.5192192,89.384182,73.0318577,20.9574318,70.4890016,74.4933478,129.4497693,779.2192139,392.7887342,399.3299566,366.2109558,283.9081965,306.8988611,60.208996,92.194201,165.8398233,19.5550639,236.514802,86.5124205,163.0417379,105.7897974,38.1597657,97.0911001,9.5760439
1917.283146,245.1429621,467.8243567,1429.536963,1014.260687,271.7748042,178.1614632,141.7276077,120.5798924,803.0154425,420.7648101,162.3887391,218.029963,837.6690203,1702.959283,143.628647,195.734826,66.4437156,94.2493545,103.7051382,129.492934,143.3134394,123.3236712,394.7694148,23.4960697,31.5454932,5.6878071,142.6930895,29.4367546,168.7491713,82.9265777,12.762975,41.7858273,65.7673493,39.222875,937.1942668,1344.378175,982.7974221,165.2068276,76.0379985,128.4430113,473.6252881,351.9220227,416.5938742,666.0136721,553.7110956,287.7988484,847.4620661,5.0308368,44.9391412,71.7774819,169.4830302,0,52.3057122,91.3304361,36.4599131,327.5697372,84.8424173,94.789212,1042.672038,381.3285714,548.5305977,547.9975809,253.3206012,295.9717781,21.8701691,255.0351601,18.9301129,16.0933652,367.9643355,111.0976362,77.5440415,23.9417414,88.9454672,134.375639,16.337809
2004.068097,143.7157721,529.9413812,1266.811891,525.8392749,491.2661878,112.3750828,123.6639386,193.859135,301.8167212,319.6595282,118.2945903,158.0025376,314.9724786,1140.712043,139.9502349,161.4555568,25.646898,77.8416071,203.9693136,73.6493856,180.5909838,53.4939786,310.3296625,51.3749741,60.8054812,195.5698476,200.8471477,17.7009097,177.5046516,120.2091494,15.4377451,61.0169684,60.5466809,70.8878661,1758.784796,1262.600649,901.5258528,446.1078059,122.7038811,369.3987573,215.2839222,155.8155352,959.6072716,965.9402451,418.3601875,320.3773672,380.9342802,49.2527236,4.2770032,42.7272701,129.2946323,0,13.5543823,89.8705605,26.9826607,200.5191675,132.0899224,28.671998,691.3819019,289.1644888,355.4249333,776.081956,379.9070072,211.1908292,47.2508689,80.8791784,71.1829495,1.8176651,462.7596474,84.553358,151.7808864,20.435027,31.5927482,131.117184,57.9592002
1793.308904,226.8451972,477.8301088,1370.681123,501.7266629,647.1207294,132.0848305,277.9972555,202.6625545,448.0539286,276.1858019,286.0353929,113.8726385,314.7743996,1142.081639,53.2056109,67.594533,35.0467397,78.3026294,108.9574534,43.9291759,306.9526105,45.642318,248.5465452,166.4902464,35.2586802,18.3616169,229.7350506,39.4255765,411.7652806,114.5799037,17.6141755,82.5490946,110.514766,36.1380805,1330.323196,1698.564083,976.8003079,808.3736575,367.0469405,322.7956028,444.9208193,330.8712476,474.8713474,1256.323878,467.4874156,426.9199465,668.7016131,31.8230762,1.0923393,41.2659909,103.8255375,17.39742,31.4766656,44.7610171,46.8421225,119.0471208,99.9364736,65.5691491,973.6725535,348.9607155,313.7700009,418.0553477,318.2285519,303.8158125,51.3042125,61.3677513,93.9770887,3.4015379,379.8762876,49.7686793,124.951733,6.447979,25.7117455,78.7434961,18.4771047
2178.659323,241.5557459,833.5119438,1664.784662,906.2182383,184.1726881,294.7707448,368.3329905,205.3224163,601.096518,400.7732834,310.4064928,190.8901845,806.9872796,1355.369282,128.2804752,113.3120657,90.8768414,183.4466504,204.1321328,178.0135006,174.8109775,64.2651488,282.8983621,71.1465185,12.7420342,45.3560955,170.2449836,10.8574885,386.9417144,95.9755753,39.7186918,92.0041563,139.130129,25.0912385,1457.695497,1345.418028,1242.124002,297.1797954,215.3203115,219.3044554,143.8441305,184.5493904,276.0883231,1151.015831,378.9353062,251.9254428,745.8705335,35.3418632,15.9376338,121.3943607,151.2484572,10.834637,131.3417331,96.2574714,21.8703039,233.7921517,231.2744593,66.0542825,895.3746538,413.6224349,630.2704234,379.55139,303.6166758,133.7759577,52.25418,235.4300906,184.3985579,31.4081786,160.4104277,49.1357245,63.9189442,19.6344363,113.8287349,213.8556567,22.6649499
2121.985169,281.2576702,873.5829007,1325.130635,768.682127,151.8637065,312.6773086,252.7680794,227.7446671,737.0086217,269.2073759,85.7463885,162.7035349,517.9052426,1188.362012,155.3720867,135.2322793,59.2357426,144.9924082,245.8315648,103.1527934,180.8767462,43.4284617,224.370935,26.3094852,13.1238678,29.2901063,186.0350534,51.2853123,303.9417955,166.2511982,35.5922807,86.9756269,118.3098087,17.0483062,1368.319057,902.2664638,682.9586853,194.5428027,122.2017346,45.4135412,93.4828024,276.7407752,71.6763242,1099.225512,471.7228259,90.3589952,579.8938441,64.0911784,8.5387025,79.3481528,150.2922888,28.9081562,26.3096314,31.6720059,26.9396993,36.9856846,114.8203688,92.301713,587.080563,302.9202429,564.3220346,162.3140294,189.3268735,249.4284539,51.2938107,132.8325774,59.7157916,28.9936605,192.5413614,146.1421762,94.3433034,1.4804777,2.9190359,40.706303,1.4664806
2262.978136,422.7761459,423.4494252,1263.014065,975.7768553,104.8870283,240.4085951,286.2126299,185.4171623,514.5706554,183.7781877,97.3973806,137.9194037,415.1038328,1295.153271,210.9265036,109.7911858,129.5026552,115.6718253,115.2800203,51.0862817,102.9151227,67.8871575,357.0287745,80.4518742,38.2740151,17.7979388,97.9658575,5.4669956,244.1286239,140.7644736,19.7647968,68.5386751,34.0887491,9.6648568,1050.92743,924.9438723,896.4552164,131.529256,100.4750273,100.8830039,91.7556554,160.4951105,314.2762572,744.9988054,393.6817777,367.9408184,788.1735177,13.5365005,1.2367702,64.8324927,110.5197379,2.7008013,51.629815,90.7277261,15.8179214,76.0265359,142.2772746,67.6064805,811.6096801,377.2009866,474.3076548,60.172345,339.4610304,272.4428838,99.9307141,113.1647981,69.1910747,22.3361112,74.1997248,7.9497149,38.2866795,0,7.2632259,66.048533,2.2969677
3223.333081,767.0767753,1209.85127,3314.119516,3171.420564,292.5508776,264.320154,536.1041993,386.4754896,619.4330528,586.0353699,53.4257897,193.5252757,1107.085782,2640.136645,1033.977965,734.062129,69.4366134,680.771257,473.9217182,517.5548337,242.1703052,258.7194563,462.2528946,49.6140146,181.8129769,43.6453737,344.3758511,16.8073281,1471.910029,391.2260141,99.7873493,219.6659247,122.5861827,50.6599091,2094.493408,1907.963629,1750.51577,506.4163498,133.7196531,413.4903204,224.6861717,275.6847668,406.6701984,706.439701,346.2760274,258.2173113,1499.510685,87.8491718,5.9077498,393.0869097,257.8988386,191.3321779,221.5592583,86.8522727,60.2072603,140.3177629,245.7417136,401.9184104,1512.733957,503.3922835,1338.109774,143.6195999,245.5606951,459.597466,182.4698248,261.6461756,174.3015747,37.9231447,167.0443252,16.9507598,283.9486868,24.0772609,18.4341427,36.8820228,15.0386953
1512.576304,181.5690291,478.7719363,1485.26747,1173.083893,149.5869173,202.4676271,130.3948091,162.1107264,324.018802,249.2185581,138.5942948,127.1502014,534.520316,1018.142295,302.112716,266.5205291,38.9867124,165.3400783,164.5730602,167.2167438,301.1000423,57.5612777,124.2731712,57.5496247,42.8984902,70.7931659,133.0503971,13.506142,340.3857198,281.2842918,37.7946046,70.2767443,41.5127121,24.7875755,885.1143894,1124.690874,739.818917,179.9115651,35.4511498,43.7111688,37.5567593,59.7253484,234.9230094,413.9363317,191.091372,480.6339623,857.913881,16.0411021,2.0254667,108.401484,121.7740087,19.2249071,77.3691234,99.8770533,6.3324702,236.0141512,38.6431917,113.6850363,811.665288,117.3520913,359.1421717,119.0842844,73.0412919,256.2845744,125.3650524,148.6813161,104.3042985,21.3039132,276.3723691,34.3727127,42.3218132,2.3861867,3.6967618,14.4281423,1.6704704
1865.85462,112.080693,463.3708803,1385.626937,1023.446898,61.4539485,83.9521991,189.3391894,94.3159241,248.7081428,392.2509535,41.8666308,161.6069416,536.501718,2141.789899,207.2352805,105.0693056,39.9632822,196.0119284,192.7691962,123.7166458,169.9798555,56.7400407,127.0307305,23.4758197,43.0137137,22.4285778,239.9502186,30.4588837,414.8146395,153.6273797,43.3969459,52.8446574,67.1595358,39.7981726,1160.078529,1539.731824,507.4440059,231.5255898,129.9368719,118.6895178,191.4369126,190.7619769,209.2616465,412.4504957,259.0614256,18.331837,690.9738754,21.2804174,18.293832,119.0579768,145.2736742,24.0481838,59.9049741,46.1086972,7.2483979,72.0064938,175.8442829,77.7591949,1282.588845,270.3199514,563.3992817,314.0825668,229.5348448,490.2861542,95.5910849,141.0448116,123.2700608,43.5867321,169.0444445,48.6810941,55.8683082,1.1318474,16.5428925,78.2010971,2.1938171
2014.37099,534.6841231,780.2635033,1348.245947,1218.499515,181.9406323,385.8575363,256.6933795,123.0106551,508.3927756,300.158161,70.927372,212.4899289,582.0072232,1610.66348,546.3477266,168.2230733,73.2942404,173.4491641,306.1647398,288.6022143,170.7465383,71.0483759,393.1558919,63.0443305,113.6534634,0,181.6267723,7.9858819,588.4149184,230.1860412,99.652042,141.4385396,141.1777548,34.6182009,1448.944473,1465.538053,991.2081935,258.3869012,126.5192863,184.8513659,115.007809,180.2387385,247.8922626,347.8370995,352.7983034,443.0007587,579.1674664,73.4527579,15.5366514,216.302579,182.8872521,32.970257,70.4064951,130.1433279,29.24051,122.6756542,222.8037888,192.1615868,1008.976927,299.0274947,992.40522,192.0390061,276.8544143,220.8494997,131.8460157,246.633478,113.7622542,31.679522,225.3760907,34.9749228,68.3315105,33.7915724,18.6021907,49.356176,6.0107489
1770.45583,186.4385397,382.5912536,908.451169,1882.864878,112.4753355,272.1276404,152.2998545,318.0053069,348.2626008,241.7659561,147.1842954,88.2333803,571.4175999,1278.981343,76.8780444,123.1540706,30.4649132,65.6334897,191.7111611,45.6485353,49.5652894,66.4339748,588.9775999,45.8155572,22.0651057,23.4795363,254.9178403,9.0158487,216.2500572,114.5729765,19.1476924,90.2887881,94.9088597,4.0422309,989.0305026,937.4407331,632.4515494,307.6483275,294.6290415,72.918141,115.7861835,61.5468237,275.3606311,569.0767562,270.5380173,323.6748333,630.7616052,18.2625197,38.1998267,62.6042485,63.9785983,30.7507672,24.8439003,76.5439918,30.2603975,52.9985534,315.8157401,85.5702252,926.0121966,216.6679502,540.5443854,173.1378896,135.453623,181.5717695,30.8665689,140.4276717,29.5087723,35.6451152,111.0691726,60.2665589,49.9857341,30.3028414,38.3729482,54.6967864,2.6437007
