"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
"result.87",87,96,366.483956706674,169.827324052354,119.028495080751,181.837670909704,99.0233536313327,101.98020941963,135.857378351707,66.3602458234541,90.1339814395567,116.230887641632,105.27111694968,134.564276375745
"result.88",88,96,69.8911553550945,36.414766790159,30.3526599697266,43.4154289046913,31.5686981615629,22.7879689806209,36.2365290594509,27.360102785944,18.5628722825652,25.2787946369587,20.3661687217377,25.6413886283575
"result.89",89,96,107.298110895724,57.0193768683907,82.9619302867583,79.0474294753989,62.3803989095045,47.7324348654349,73.199510038633,67.0989162507345,45.688896102055,72.5514914649916,63.5286648346676,61.4872208561281
"result.90",90,96,222.32225540062,56.5072217631663,68.0214667194197,114.221142019249,85.1475807143392,81.6789360709455,64.547000328332,74.5225402874818,90.0192698252873,94.7454291480833,86.0533298639811,74.5201899012583
"result.91",91,96,20.4728033196464,22.4615465970158,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087,28.9651891610087
"result.92",92,96,156.118101726053,141.163795368377,121.205715877663,184.395509006873,153.905801104533,164.197303362795,182.695911358825,147.869500480903,222.984042523355,232.088202625303,120.636441902985,122.852289101853
"result.93",93,96,139.944912525215,124.226810858469,127.822594169948,136.653453171928,129.76831827104,143.8001180111,132.254873291568,128.230473252627,146.433005145796,143.959394326687,140.143759066852,139.838718062883
"result.94",94,96,394.935238210726,103.316405210706,126.104666305286,190.744829496792,133.010712957468,71.9177809022312,144.934412567248,79.4106252199505,54.4651511028698,159.029216531707,122.9934276544,89.8347570618262
"result.95",95,96,1331.14072038383,726.681146515717,865.914267152803,1024.6232224237,908.491832598472,885.822480393976,965.979098377477,824.554977072947,988.505436862833,945.540142608033,969.44552060517,857.146528617797
"result.96",96,96,366.368892422,222.739863796949,268.860108956387,337.187365953812,248.686932086631,412.090897328691,343.446204068138,382.113919802266,335.80772767098,269.077990067478,276.110644330346,264.264861616168
"result.97",97,96,1394.29875911474,447.2439168408,615.285972944308,753.737240236281,381.414003103008,390.071277896743,450.07507245621,403.613678243971,435.98470261561,546.368626740785,459.905206379232,843.064151642318
"result.98",98,96,203.745393769865,231.946150272301,213.484474157334,244.434413772356,227.198325245682,334.675241145923,516.022870067394,459.651369989087,544.1502571862,401.851023326658,381.908633336386,240.388317738718
"result.99",99,96,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417,267.467922635417
"result.100",100,96,802.748362875011,413.060217700389,417.58915838782,366.189253548475,338.392620672294,249.815433505217,202.86522702456,178.602824405341,181.43442123328,252.495457001014,314.914959820968,334.417750356642
"result.101",101,96,255.515503052264,100.617403283849,109.072973669975,104.009451033461,44.5106697538493,52.81315839785,26.0117116855851,37.2139501740519,45.0847465099673,53.1754887516862,63.1207155810655,65.8246870683982
"result.102",102,96,284.636310494852,200.7719260492,224.101674917927,180.833278407185,142.920831597807,127.469029561469,132.363594886863,112.999754417179,135.204718136606,155.22199108071,153.369436018601,163.452781693047
"result.103",103,96,160.746010528626,124.993348711307,125.464794439145,125.089894752058,111.743479454814,88.512635502943,169.04847964469,86.8996440696704,86.8985319849787,78.3852238852899,88.1172250366858,105.003352854084
"result.104",104,96,46.1483731914905,36.7840405805301,34.1953029328376,32.9994954812554,29.0376405291917,25.0131123475729,27.6826557352101,28.0195932676467,29.4518688898379,24.0339602447209,26.4173213098775,32.77784824001
"result.105",105,96,203.225038645965,173.784900336085,185.522921447059,203.546744665139,245.02875286024,267.544070516608,411.098603991727,409.683657496946,282.707977265749,209.621228893912,183.763896441001,260.171952006228
"result.106",106,96,57.0728205012977,52.3157304876412,60.1364843453747,66.6068278871953,60.8559891020666,63.2880598988392,68.0600369692649,51.4601245915159,70.1199349758575,67.2430318100928,59.3317841180272,56.7776219956976
"result.107",107,96,56.3670144610412,56.8362864584223,60.2202695023837,66.3768293129982,87.7404853073254,92.8573325677083,95.9937501514826,94.7179664974178,88.9591872343868,61.8361135990038,64.851728452479,58.4824449935327
"result.108",108,96,19.1724317117013,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027,21.5696519236027
"result.109",109,96,27.1786984111125,21.7737979413219,21.4616355304302,45.9487588344753,37.6711896737613,33.9943612144967,82.6512522381954,42.9394216722566,47.7953496157229,33.3472282285826,25.600682045602,22.1880187180149
"result.110",110,96,87.6834483348438,43.8233887782921,56.0426732068046,59.0219784597606,93.1858071707872,91.2638136640197,139.342088576374,161.773811226805,148.820324965658,92.336558025789,62.1444038704899,52.3008819795565
"result.111",111,96,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167,17.4106653479167
"result.1.1",1,97,19022.6526953781,21835.0796347871,25191.791395668,19508.5745018026,19093.7856586945,24298.382790695,21849.5888338615,24055.4421253866,25579.9013484751,20974.4292976374,21727.7493809092,44767.1461283599
"result.2.1",2,97,5766.53102428653,6605.83348837617,8718.38342716268,6072.32604750238,5632.65998764895,7177.42046599675,6136.33330134479,6699.93985340214,8262.49892288061,6325.13188327313,7155.5734239219,15024.0089799258
"result.3.1",3,97,3700.07900561383,4688.41874248819,4889.19763622285,3715.17384002458,3516.05900457864,3905.25016121722,3301.26920313474,3482.84848535886,3792.0167823558,3953.18130359131,4113.4305735405,10055.1483359431
"result.4.1",4,97,4254.05158534687,4620.43166151577,5608.99418322058,5290.31806332314,5285.84283024824,7491.41628485846,6953.17346258568,8163.85804173753,7164.53590315545,6171.80858550837,5298.2977984311,10223.5453103823
"result.5.1",5,97,1364.06968497421,1592.22658719397,1967.66354745801,1527.58543499656,1236.42737792418,1743.69858359367,1291.98745084565,1402.89642715314,1824.63439794255,1574.76765823573,1356.8533314789,3440.88416634462
"result.6.1",6,97,1543.34521111359,2107.63265240441,2540.79216626364,1833.69702817309,2176.67996133685,2518.13679584002,2339.15124038853,2885.39657560196,2577.24160239651,2345.76241539777,2339.0000330561,3547.69921534372
"result.7.1",7,97,978.116407125491,989.887649365372,950.018445656371,719.329878895687,526.875998294072,445.321730997986,391.497764744525,366.282567414334,613.730528609366,752.72354046093,770.400057653295,1906.15279554413
"result.8.1",8,97,243.183649005001,270.774116294464,394.381283515718,579.812380753017,560.845800199603,1058.46981202017,976.723483402623,767.157143064769,614.39396659593,378.815519774287,284.89811878104,333.030933965619
"result.9.1",9,97,2393.8164711631,2101.82481265748,2227.98153276666,1964.84660219421,1827.07701161391,2122.65593256398,1841.2985859001,1857.93805581353,2047.63141847527,1930.72402516954,2289.82498488488,3925.20826791612
"result.10.1",10,97,1588.16805623644,2157.25278217044,2488.05921056097,1521.50978476162,1467.30255736372,1855.67505926209,1777.84705006214,1667.12116297649,2224.43558818582,1808.47236728971,1795.56280798398,5120.95813650999
"result.11.1",11,97,947.229054946038,1022.75508171115,1202.76863175514,745.928582345512,575.688428492866,707.290490717617,589.844530631611,633.034062574995,970.596072741764,693.765378916326,939.452076822223,3155.55163271044
"result.12.1",12,97,552.247182951772,797.207530707119,1066.88551302616,790.325515369198,703.114358312218,1022.32485336196,975.050686198369,987.286193208835,958.994388849314,755.133862178073,763.209884627129,1404.48127190165
"result.13.1",13,97,823.616577569206,1082.59203950612,1230.81194179368,1041.57928034004,923.695547508271,1154.88738655475,935.75023069641,1154.93862356356,1123.82432847869,983.084856505808,1230.92159220359,1410.26391205843
"result.14.1",14,97,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167,463.663331329167
"result.15.1",15,97,1779.97971457686,2020.27970043309,1974.43971311327,1775.38867428308,1666.07155926923,1890.64961028757,1499.93410178177,1606.12339938785,1780.2086568113,1873.1825719212,1962.52132143099,4396.45883089712
"result.16.1",16,97,59.852313142913,86.3146516319563,161.058293735925,66.4045634894528,53.1134275510836,63.823034604444,50.3776415804868,53.0426762316691,45.2878985392978,67.4352692383471,47.1539978766279,76.6742894256117
"result.17.1",17,97,606.053170208313,554.570899777715,675.980707549427,363.459105096831,430.222687199529,405.517858392216,330.361335541501,397.889888096344,551.279834356255,474.98198220355,504.939059997179,1779.10910103617
"result.18.1",18,97,499.123879892305,769.536001545146,862.4141317196,699.159620601048,533.623138965306,738.564678413412,726.674995278687,673.28944560676,636.722065498662,660.845581625733,672.61813571042,1515.11345037962
"result.19.1",19,97,865.711098358924,1121.52252158124,1256.6111878296,808.652470932753,853.511456321079,859.166354104987,727.032066490846,773.809159810279,945.524120122484,869.402528309921,1002.80853454749,2377.97421583085
"result.20.1",20,97,2859.64255212867,3354.03640838179,3605.35877067252,3159.6819856095,2972.50992906245,3906.79787240647,3598.57997513271,4639.14827306079,4033.41879167701,3892.34692283622,3279.05221799716,7200.12750295136
"result.21.1",21,97,661.455053953385,629.734741046636,880.13098780059,735.231330963509,688.429577498659,1364.21443193936,1029.88582970015,1199.76348319864,1051.17905123159,771.0688063817,818.332621718204,1162.74214173891
"result.22.1",22,97,700.525534840877,599.613942500399,891.809607095415,871.565734562492,1102.71314687864,1450.04791590096,1643.53994579666,1763.43273063588,1581.17147441626,1010.83684977236,965.002273727688,1154.27570451519
"result.23.1",23,97,430.140171888681,445.187112462526,542.325033348551,512.278322469972,520.409530883042,538.697179999766,613.65482471336,562.224585279345,548.554078818133,446.871834170197,549.954184814264,573.964617069044
"result.24.1",24,97,571.004271030149,732.970295369005,740.754708229709,665.423190428872,506.184891786961,816.241952837216,625.718367398986,694.863321201635,629.042228567044,780.898137044816,675.807550514097,1384.34824831127
"result.25.1",25,97,325.006013700524,257.259887709623,390.340650517709,225.081746549346,211.439611844743,253.830064157135,141.032702140388,164.580077793873,283.186002379158,202.866237975454,240.086432796423,722.827700957565
"result.26.1",26,97,201.617451635858,217.780390896993,429.12990298014,370.363281567688,307.868753965332,374.512184509969,279.497648274316,396.176181730629,542.502167168984,343.017922094759,228.153237984868,510.954756210941
"result.27.1",27,97,194.612593458755,314.10173733944,347.376574710033,328.798948549749,196.472017862571,250.101297581627,199.639406250588,169.396383756226,311.19220767079,269.27590351378,231.904300254338,670.236551728249
"result.28.1",28,97,1179.17242775888,1667.10931094853,2103.62642921309,1399.32200559047,1647.9828246225,1742.1380810568,1680.56135843054,1887.37271605264,1829.83630356101,1646.4578986688,1921.34131520879,3175.09775238258
"result.29.1",29,97,223.313734250133,210.745184499261,241.797681298095,226.25357028925,333.924095549801,518.000370855881,460.235519804885,545.370865166946,404.8144490467,379.616000533561,238.4698620218,187.730007772563
"result.30.1",30,97,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417,266.335213185417
